Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit_percentage,,Total profit,286397.0217
Second Class,Corporate,Jacksonville,Florida,South,Technology,Phones,23.976,3,0.2,-5.6943,-0.001988254,,,
Second Class,Corporate,Jacksonville,Florida,South,Office Supplies,Labels,6.264,3,0.2,2.0358,0.000710831,,,
Second Class,Corporate,Jacksonville,Florida,South,Office Supplies,Appliances,20.808,3,0.2,1.8207,0.000635726,,,
Second Class,Corporate,Jacksonville,Florida,South,Furniture,Chairs,218.352,3,0.2,-19.1058,-0.006671089,,,
First Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,18.16,2,0.2,1.816,0.000634085,,,
Same Day,Home Office,San Francisco,California,West,Office Supplies,Supplies,7.36,2,0,0.1472,5.13972E-05,,,
Same Day,Home Office,San Francisco,California,West,Office Supplies,Labels,41.4,4,0,19.872,0.00693862,,,
Same Day,Home Office,San Francisco,California,West,Furniture,Bookcases,411.332,4,0.15,-4.8392,-0.001689682,,,
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,7.656,4,0.7,-6.1248,-0.00213857,,,
Standard Class,Consumer,Marion,Ohio,East,Technology,Accessories,63.92,2,0.2,19.176,0.0066956,,,
Second Class,Consumer,New York City,New York,East,Office Supplies,Art,6.56,2,0,1.9024,0.000664253,,,
Second Class,Consumer,New York City,New York,East,Office Supplies,Labels,7.83,3,0,3.6018,0.001257625,,,
Second Class,Consumer,New York City,New York,East,Technology,Accessories,41.9,2,0,8.799,0.003072308,,,
Second Class,Consumer,New York City,New York,East,Furniture,Chairs,664.146,6,0.1,88.5528,0.030919595,,,
Second Class,Consumer,New York City,New York,East,Office Supplies,Paper,8.96,2,0,4.3904,0.001532977,,,
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,3.312,1,0.2,0.6624,0.000231287,,,
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,20.136,3,0.2,1.2585,0.000439425,,,
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,8.856,3,0.2,2.8782,0.001004969,,,
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,859.2,4,0.4,-186.16,-0.065000676,,,
Same Day,Consumer,Los Angeles,California,West,Office Supplies,Paper,61.96,2,0,27.882,0.009735436,,,
Standard Class,Consumer,Smyrna,Georgia,South,Office Supplies,Envelopes,17.92,4,0,8.6016,0.003003383,,,
Standard Class,Consumer,San Francisco,California,West,Furniture,Furnishings,145.9,5,0,62.737,0.021905605,,,
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Paper,56.704,2,0.2,19.1376,0.006682192,,,
Standard Class,Consumer,Chicago,Illinois,Central,Technology,Phones,11.12,2,0.2,3.475,0.001213351,,,
Standard Class,Consumer,Medford,Oregon,West,Office Supplies,Paper,32.896,4,0.2,11.1024,0.003876577,,,
Standard Class,Consumer,Medford,Oregon,West,Office Supplies,Paper,22.776,3,0.2,7.6869,0.002684001,,,
First Class,Consumer,New York City,New York,East,Technology,Phones,239.97,3,0,2.3997,0.000837893,,,
First Class,Consumer,New York City,New York,East,Office Supplies,Appliances,160.32,2,0,44.8896,0.015673906,,,
First Class,Consumer,New York City,New York,East,Technology,Phones,128.85,3,0,3.8655,0.0013497,,,
Second Class,Corporate,Huntsville,Alabama,South,Technology,Accessories,1319.96,4,0,527.984,0.184353872,,,
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Chairs,239.96,10,0.3,-10.284,-0.003590819,,,
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,54.768,2,0.2,6.846,0.002390388,,,
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,13.392,3,0.2,3.1806,0.001110556,,,
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,23.92,5,0.2,8.671,0.003027615,,,
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Accessories,255.968,4,0.2,-28.7964,-0.010054713,,,
First Class,Consumer,Santa Clara,California,West,Office Supplies,Binders,21.552,6,0.2,7.0044,0.002445696,,,
First Class,Consumer,Santa Clara,California,West,Office Supplies,Appliances,58.24,4,0,15.7248,0.00549056,,,
First Class,Home Office,Long Beach,California,West,Office Supplies,Paper,80.28,12,0,36.9288,0.012894268,,,
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Art,9.78,2,0,4.0098,0.001400084,,,
Standard Class,Home Office,Santa Barbara,California,West,Office Supplies,Fasteners,1.81,1,0,0.6516,0.000227516,,,
First Class,Home Office,New York City,New York,East,Office Supplies,Paper,37.94,2,0,18.2112,0.006358725,,,
Standard Class,Corporate,Jacksonville,Florida,South,Technology,Phones,79.96,5,0.2,27.986,0.00977175,,,
Standard Class,Corporate,Cedar Hill,Texas,Central,Office Supplies,Paper,115.296,3,0.2,40.3536,0.014090091,,,
Standard Class,Consumer,Omaha,Nebraska,Central,Technology,Phones,2479.96,4,0,743.988,0.259775048,,,
First Class,Consumer,Little Rock,Arkansas,South,Technology,Accessories,179.94,6,0,75.5748,0.026388124,,,
First Class,Consumer,Little Rock,Arkansas,South,Technology,Accessories,26.85,3,0,5.1015,0.001781269,,,
First Class,Consumer,Little Rock,Arkansas,South,Technology,Accessories,323.37,3,0,129.348,0.045163877,,,
First Class,Consumer,Little Rock,Arkansas,South,Office Supplies,Paper,59.94,3,0,28.1718,0.009836625,,,
First Class,Consumer,Little Rock,Arkansas,South,Office Supplies,Binders,64.14,3,0,30.7872,0.010749832,,,
First Class,Consumer,Little Rock,Arkansas,South,Office Supplies,Binders,11.67,3,0,5.6016,0.001955886,,,
First Class,Consumer,Little Rock,Arkansas,South,Office Supplies,Paper,12.96,2,0,6.2208,0.00217209,,,
Standard Class,Consumer,Norfolk,Nebraska,Central,Office Supplies,Binders,17.43,3,0,8.0178,0.00279954,,,
Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Chairs,181.986,2,0.3,-54.5958,-0.019062978,,,
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,1.592,2,0.8,-2.6268,-0.000917188,,,
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Supplies,22.344,3,0.2,2.5137,0.000877698,,,
Standard Class,Corporate,Tucson,Arizona,West,Furniture,Tables,455.97,6,0.5,-218.8656,-0.076420348,,,
Standard Class,Corporate,Tucson,Arizona,West,Office Supplies,Binders,10.44,6,0.7,-7.656,-0.002673212,,,
Standard Class,Corporate,Tucson,Arizona,West,Office Supplies,Binders,5.214,2,0.7,-4.1712,-0.00145644,,,
Standard Class,Home Office,Concord,New Hampshire,East,Office Supplies,Storage,67.4,5,0,17.524,0.006118779,,,
First Class,Consumer,Draper,Utah,West,Furniture,Furnishings,25.16,2,0,10.5672,0.003689703,,,
First Class,Consumer,Draper,Utah,West,Technology,Phones,126.56,4,0.2,47.46,0.016571401,,,
First Class,Consumer,San Francisco,California,West,Office Supplies,Appliances,43.68,3,0,11.7936,0.00411792,,,
First Class,Consumer,San Francisco,California,West,Technology,Accessories,139.93,7,0,34.9825,0.012214687,,,
Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Art,2.672,1,0.2,0.334,0.000116621,,,
Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Supplies,16.656,6,0.2,-3.123,-0.001090444,,,
Standard Class,Corporate,Houston,Texas,Central,Technology,Accessories,79.512,3,0.2,20.8719,0.00728775,,,
Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Paper,36.288,7,0.2,12.7008,0.004434683,,,
Standard Class,Corporate,Houston,Texas,Central,Furniture,Bookcases,67.9932,1,0.32,-12.9987,-0.004538699,,,
Second Class,Corporate,Montgomery,Alabama,South,Furniture,Furnishings,10.16,2,0,3.4544,0.001206158,,,
Standard Class,Corporate,Jackson,Mississippi,South,Furniture,Furnishings,6.16,2,0,1.9712,0.000688275,,,
Standard Class,Corporate,Jackson,Mississippi,South,Office Supplies,Art,56.3,2,0,15.764,0.005504247,,,
Standard Class,Consumer,North Las Vegas,Nevada,West,Office Supplies,Paper,6.48,1,0,3.1104,0.001086045,,,
Standard Class,Consumer,North Las Vegas,Nevada,West,Office Supplies,Storage,1325.85,5,0,238.653,0.083329428,,,
Standard Class,Consumer,North Las Vegas,Nevada,West,Office Supplies,Labels,14.94,3,0,6.8724,0.002399606,,,
Second Class,Corporate,Atlanta,Georgia,South,Office Supplies,Binders,34.54,1,0,17.27,0.006030091,,,
Second Class,Corporate,Atlanta,Georgia,South,Technology,Copiers,2999.95,5,0,1439.976,0.502790145,,,
Second Class,Corporate,Atlanta,Georgia,South,Office Supplies,Binders,64.12,4,0,30.7776,0.01074648,,,
Same Day,Home Office,Chicago,Illinois,Central,Office Supplies,Art,19.456,4,0.2,2.1888,0.000764254,,,
Same Day,Home Office,Chicago,Illinois,Central,Technology,Machines,209.986,2,0.3,8.9994,0.003142281,,,
Same Day,Home Office,Chicago,Illinois,Central,Office Supplies,Art,29.76,5,0.2,1.86,0.000649448,,,
Same Day,Home Office,Chicago,Illinois,Central,Furniture,Chairs,89.768,1,0.3,-2.5648,-0.00089554,,,
Same Day,Home Office,Chicago,Illinois,Central,Technology,Copiers,959.984,2,0.2,335.9944,0.1173177,,,
Same Day,Home Office,Chicago,Illinois,Central,Office Supplies,Paper,15.552,3,0.2,5.6376,0.001968456,,,
Same Day,Home Office,Chicago,Illinois,Central,Technology,Phones,34.36,1,0.2,-7.3015,-0.002549433,,,
Standard Class,Corporate,Columbus,Ohio,East,Office Supplies,Paper,98.376,3,0.2,35.6613,0.012451701,,,
Standard Class,Corporate,Columbus,Ohio,East,Office Supplies,Binders,29.94,4,0.7,-23.952,-0.008363215,,,
Standard Class,Corporate,Columbus,Ohio,East,Office Supplies,Paper,17.472,3,0.2,5.6784,0.001982702,,,
Standard Class,Corporate,Columbus,Ohio,East,Technology,Phones,36.738,1,0.4,-9.1845,-0.003206912,,,
Standard Class,Corporate,Columbus,Ohio,East,Technology,Phones,179.94,2,0.4,-44.985,-0.015707216,,,
Standard Class,Consumer,Pasadena,California,West,Furniture,Furnishings,383.64,6,0,122.7648,0.04286525,,,
Standard Class,Consumer,Pasadena,California,West,Office Supplies,Appliances,56.52,3,0,15.8256,0.005525756,,,
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Art,6.56,2,0,1.9024,0.000664253,,,
Second Class,Consumer,Los Angeles,California,West,Furniture,Chairs,243.92,5,0.2,-15.245,-0.00532303,,,
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,47.52,9,0,22.8096,0.007964329,,,
Standard Class,Home Office,Clinton,Maryland,East,Furniture,Furnishings,19.98,1,0,8.5914,0.002999822,,,
Standard Class,Home Office,New York City,New York,East,Office Supplies,Art,8,5,0,3.44,0.00120113,,,
Second Class,Consumer,San Diego,California,West,Furniture,Furnishings,6.16,2,0,1.9712,0.000688275,,,
Standard Class,Home Office,New York City,New York,East,Office Supplies,Storage,83.56,4,0,1.6712,0.000583526,,,
Standard Class,Home Office,New York City,New York,East,Technology,Phones,546.06,3,0,163.818,0.057199617,,,
Standard Class,Home Office,New York City,New York,East,Office Supplies,Storage,269.49,3,0,5.3898,0.001881933,,,
First Class,Consumer,Lancaster,California,West,Office Supplies,Fasteners,10.9,5,0,3.597,0.001255949,,,
Standard Class,Home Office,Great Falls,Montana,West,Office Supplies,Binders,6.096,2,0.2,2.2098,0.000771586,,,
Second Class,Consumer,San Francisco,California,West,Office Supplies,Storage,34.05,3,0,9.534,0.003328945,,,
Second Class,Consumer,San Francisco,California,West,Office Supplies,Storage,352.38,2,0,81.0474,0.028298967,,,
Second Class,Corporate,Lakewood,New Jersey,East,Furniture,Chairs,245.98,2,0,27.0578,0.009447654,,,
Second Class,Corporate,Lakewood,New Jersey,East,Office Supplies,Binders,18.94,1,0,9.47,0.003306599,,,
Standard Class,Consumer,Cleveland,Ohio,East,Office Supplies,Binders,59.913,7,0.7,-45.9333,-0.01603833,,,
Same Day,Corporate,Lawrence,Massachusetts,East,Technology,Phones,391.98,2,0,109.7544,0.038322466,,,
Same Day,Corporate,Lawrence,Massachusetts,East,Technology,Phones,437.85,3,0,131.355,0.045864653,,,
Standard Class,Consumer,Concord,New Hampshire,East,Office Supplies,Binders,68.62,2,0,32.2514,0.011261081,,,
Standard Class,Consumer,Baltimore,Maryland,East,Office Supplies,Supplies,25.02,3,0,6.5052,0.002271392,,,
Standard Class,Consumer,Baltimore,Maryland,East,Office Supplies,Art,10.71,3,0,2.7846,0.000972287,,,
Same Day,Consumer,Columbus,Ohio,East,Office Supplies,Art,55.984,2,0.2,4.1988,0.001466077,,,
Same Day,Consumer,Columbus,Ohio,East,Office Supplies,Envelopes,14.48,5,0.2,4.887,0.001706372,,,
Same Day,Consumer,Columbus,Ohio,East,Technology,Accessories,142.488,3,0.2,-3.5622,-0.001243798,,,
Second Class,Corporate,Houston,Texas,Central,Office Supplies,Storage,14.16,1,0.2,1.062,0.000370814,,,
Second Class,Corporate,Houston,Texas,Central,Office Supplies,Paper,79.92,5,0.2,27.972,0.009766861,,,
Standard Class,Corporate,New York City,New York,East,Office Supplies,Binders,590.352,6,0.2,206.6232,0.072145722,,,
Standard Class,Corporate,Greensboro,North Carolina,South,Furniture,Furnishings,17.088,2,0.2,1.068,0.000372909,,,
Standard Class,Corporate,Greensboro,North Carolina,South,Furniture,Chairs,98.392,1,0.2,-11.0691,-0.003864949,,,
Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,11.05,5,0,2.9835,0.001041736,,,
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Appliances,7.78,2,0,2.0228,0.000706292,,,
Standard Class,Consumer,Monroe,Louisiana,South,Technology,Accessories,659.9,2,0,217.767,0.076036754,,,
First Class,Consumer,Cincinnati,Ohio,East,Technology,Accessories,53.04,3,0.2,-4.641,-0.001620478,,,
Standard Class,Corporate,Seattle,Washington,West,Technology,Accessories,843.9,2,0,371.316,0.12965079,,,
Standard Class,Corporate,Seattle,Washington,West,Technology,Accessories,1496.16,9,0,224.424,0.07836115,,,
Standard Class,Consumer,New York City,New York,East,Office Supplies,Storage,117.96,2,0,5.898,0.002059379,,,
Standard Class,Corporate,New York City,New York,East,Office Supplies,Art,21.3,5,0,8.733,0.003049264,,,
Standard Class,Corporate,New York City,New York,East,Office Supplies,Appliances,1040.8,5,0,281.016,0.098121132,,,
Standard Class,Corporate,New York City,New York,East,Office Supplies,Art,29.34,6,0,7.9218,0.00276602,,,
Standard Class,Corporate,Memphis,Tennessee,South,Furniture,Furnishings,19.52,2,0.2,5.368,0.001874321,,,
First Class,Consumer,San Diego,California,West,Office Supplies,Storage,443.92,4,0,8.8784,0.003100032,,,
Standard Class,Corporate,La Crosse,Wisconsin,Central,Technology,Accessories,499.95,5,0,174.9825,0.061097877,,,
Standard Class,Corporate,La Crosse,Wisconsin,Central,Office Supplies,Art,3.04,1,0,1.0336,0.000360898,,,
Standard Class,Corporate,La Crosse,Wisconsin,Central,Furniture,Chairs,201.96,2,0,50.49,0.017629373,,,
Standard Class,Corporate,La Crosse,Wisconsin,Central,Furniture,Furnishings,68.64,11,0,17.16,0.005991682,,,
Second Class,Corporate,Los Angeles,California,West,Technology,Accessories,100,4,0,21,0.007332478,,,
Second Class,Corporate,Los Angeles,California,West,Technology,Accessories,359.98,2,0,21.5988,0.007541559,,,
Second Class,Home Office,Seattle,Washington,West,Furniture,Furnishings,6.16,2,0,2.9568,0.001032413,,,
Second Class,Home Office,Seattle,Washington,West,Furniture,Tables,2348.82,9,0,399.2994,0.139421631,,,
Standard Class,Corporate,Miami,Florida,South,Office Supplies,Labels,13.872,6,0.2,4.6818,0.001634724,,,
Standard Class,Corporate,Miami,Florida,South,Furniture,Chairs,273.552,3,0.2,-13.6776,-0.004775748,,,
Second Class,Home Office,Philadelphia,Pennsylvania,East,Furniture,Tables,815.292,9,0.4,-339.705,-0.118613314,,,
Standard Class,Consumer,Chesapeake,Virginia,South,Technology,Accessories,234.45,3,0,103.158,0.036019229,,,
Standard Class,Consumer,Chesapeake,Virginia,South,Furniture,Tables,1256.22,6,0,75.3732,0.026317732,,,
Standard Class,Consumer,Chesapeake,Virginia,South,Office Supplies,Binders,17.46,2,0,8.2062,0.002865323,,,
Second Class,Home Office,New York City,New York,East,Office Supplies,Binders,10.528,7,0.2,3.6848,0.001286606,,,
First Class,Home Office,Ann Arbor,Michigan,Central,Office Supplies,Binders,152.8,5,0,76.4,0.026676255,,,
Standard Class,Home Office,La Mesa,California,West,Office Supplies,Binders,82.56,5,0.2,28.896,0.01008949,,,
Standard Class,Home Office,La Mesa,California,West,Technology,Accessories,284.97,3,0,85.491,0.02985052,,,
Standard Class,Corporate,Dearborn,Michigan,Central,Furniture,Furnishings,60.84,3,0,23.1192,0.00807243,,,
Standard Class,Consumer,San Diego,California,West,Furniture,Chairs,1325.76,6,0.2,149.148,0.052077357,,,
Standard Class,Consumer,San Diego,California,West,Furniture,Chairs,572.16,3,0.2,35.76,0.012486163,,,
Standard Class,Home Office,Lakewood,Ohio,East,Office Supplies,Paper,28.8,9,0.2,10.08,0.00351959,,,
First Class,Home Office,Meriden,Connecticut,East,Office Supplies,Art,11.12,4,0,2.8912,0.001009508,,,
Second Class,Home Office,Columbus,Georgia,South,Furniture,Furnishings,7.04,4,0,3.0976,0.001081575,,,
Second Class,Corporate,Roswell,Georgia,South,Office Supplies,Envelopes,17.94,3,0,8.7906,0.003069375,,,
First Class,Home Office,Seattle,Washington,West,Office Supplies,Binders,34.76,5,0.2,11.297,0.003944524,,,
Standard Class,Corporate,Morristown,New Jersey,East,Furniture,Furnishings,74.45,5,0,20.1015,0.007018753,,,
Standard Class,Corporate,Alexandria,Virginia,South,Furniture,Furnishings,192.22,14,0,69.1992,0.024161983,,,
Standard Class,Consumer,Salt Lake City,Utah,West,Office Supplies,Paper,19.44,3,0,9.3312,0.003258134,,,
Second Class,Corporate,Apple Valley,California,West,Office Supplies,Paper,32.4,5,0,15.552,0.005430224,,,
Second Class,Corporate,Apple Valley,California,West,Office Supplies,Envelopes,57.9,5,0,28.95,0.010108345,,,
Second Class,Corporate,Apple Valley,California,West,Office Supplies,Storage,10.56,2,0,0,0,,,
Second Class,Corporate,Apple Valley,California,West,Furniture,Bookcases,1194.165,5,0.15,210.735,0.073581422,,,
Standard Class,Corporate,New York City,New York,East,Office Supplies,Paper,40.99,1,0,20.0851,0.007013027,,,
Standard Class,Corporate,Long Beach,California,West,Office Supplies,Art,2.94,1,0,0.7938,0.000277168,,,
First Class,Home Office,Salem,Oregon,West,Office Supplies,Binders,45.24,4,0.7,-30.16,-0.010530836,,,
First Class,Home Office,Salem,Oregon,West,Office Supplies,Art,18.688,4,0.2,2.336,0.000815651,,,
First Class,Home Office,Salem,Oregon,West,Office Supplies,Paper,11.648,2,0.2,3.7856,0.001321801,,,
First Class,Home Office,Salem,Oregon,West,Technology,Accessories,112.776,3,0.2,-8.4582,-0.002953313,,,
First Class,Home Office,Salem,Oregon,West,Furniture,Tables,377.45,5,0.5,-264.215,-0.0922548,,,
First Class,Home Office,Salem,Oregon,West,Office Supplies,Labels,15.936,4,0.2,5.1792,0.001808399,,,
First Class,Home Office,Salem,Oregon,West,Technology,Phones,28.68,3,0.2,-7.17,-0.002503518,,,
Standard Class,Home Office,Aurora,Colorado,West,Furniture,Furnishings,21.44,2,0.2,7.504,0.002620139,,,
Standard Class,Home Office,Aurora,Colorado,West,Office Supplies,Storage,511.056,9,0.2,-95.823,-0.033458099,,,
